AC No,Booth,Caste,Count,Category
80,242,Purvanchali,5.45,GEN
80,242,Raju,0.4,OBC
80,242,Sadgope,0.6,OBC
80,242,Sunri,35.7,SC
80,242,Teli,14.6,OBC
80,242,Yadav,8.4,OBC
80,243,Bagdi,1,SC
80,243,Bhumij,37.8,ST
80,243,Brahmin,176,GEN
80,243,Hari,160,SC
80,243,Kayastha,92.65263,GEN
80,243,Mahishya,129.0222,GEN
80,243,Muslim,1,Muslim
80,243,Namasudra,212.2251,SC
80,243,Paundra,32.2,SC
80,243,Purvanchali,3,GEN
80,243,Rajbongshi,1.5,SC
80,243,Sadgope,1.4,OBC
80,243,Yadav,4.2,OBC
80,244,Mahishya,4.222222,GEN
80,244,Muslim,901,Muslim
80,244,Namasudra,19.77778,SC
80,245,Mahishya,0.666667,GEN
80,245,Muslim,622,Muslim
80,245,Namasudra,2.333333,SC
80,246,Baniya,12.9,GEN
80,246,Jele,0.4,SC
80,246,Karmakar,8,SC
80,246,Kayastha,180.1,GEN
80,246,Mahishya,143.6444,GEN
80,246,Muslim,705,Muslim
80,246,Namasudra,137.0556,SC
80,246,Napit,1.8,SC
80,246,Paundra,1.2,SC
80,246,Sadgope,0.2,OBC
80,246,Sunri,30.1,SC
80,246,Yadav,0.6,OBC
80,247,Baniya,8,GEN
80,247,Brahmin,22.7,GEN
80,247,Hari,7,SC
80,247,Karmakar,17,SC
80,247,Kayastha,173.6158,GEN
80,247,Mahishya,82.3,GEN
80,247,Marwari,43,GEN
80,247,Muslim,627,Muslim
80,247,Namasudra,47.28421,SC
80,247,Napit,1.8,SC
80,247,Paundra,5.2,SC
80,247,Purvanchali,24.5,GEN
80,247,Teli,0.6,OBC
80,248,Baniya,2,GEN
80,248,Mahishya,0.666667,GEN
80,248,Muslim,779,Muslim
80,248,Namasudra,10.33333,SC
80,249,Muslim,765,Muslim
80,249,Namasudra,1,SC
80,250,Brahmin,8,GEN
80,250,Hari,2,SC
80,250,Karmakar,7,SC
80,250,Kayastha,21,GEN
80,250,Kumor,6.6,GEN
80,250,Mahishya,50.16667,GEN
80,250,Muslim,297,Muslim
80,250,Namasudra,380.7133,SC
80,250,Napit,0.6,SC
80,250,Paundra,6.72,SC
80,250,Purvanchali,4.5,GEN
80,250,Rajbongshi,0.5,SC
80,250,Yadav,2.2,OBC
80,251,Bagdi,0.6,SC
80,251,Bhumij,0.6,ST
80,251,Brahmin,3,GEN
80,251,Hari,164,SC
80,251,Kayastha,9.5,GEN
80,251,Mahishya,16.63333,GEN
80,251,Muslim,391,Muslim
80,251,Namasudra,15.86667,SC
80,251,Paundra,90.8,SC
80,251,Purvanchali,362,GEN
80,252,Brahmin,74.8,GEN
80,252,Kayastha,333.7,GEN
80,252,Mahishya,96.71111,GEN
80,252,Namasudra,53.38889,SC
80,252,Purvanchali,26.2,GEN
80,252,Rajbongshi,1,SC
80,252,Sadgope,92.8,OBC
80,252,Yadav,278.4,OBC
80,253,Bagdi,4.6,SC
80,253,Bhumij,243.6,ST
80,253,Brahmin,25.6,GEN
80,253,Hari,3,SC
80,253,Kayastha,138.8,GEN
80,253,Mahishya,11.2,GEN
80,253,Marwari,41,GEN
80,253,Namasudra,127.52,SC
80,253,Paundra,165.28,SC
80,253,Purvanchali,0.4,GEN
80,253,Sadgope,102,OBC
80,253,Yadav,306,OBC
80,254,Brahmin,1.6,GEN
80,254,Kayastha,203.4,GEN
80,254,Mahishya,100.8444,GEN
80,254,Namasudra,19.15556,SC
80,254,Napit,0.6,SC
80,254,Paundra,0.4,SC
80,254,Purvanchali,4.4,GEN
80,254,Sadgope,29.4,OBC
80,254,Sutradhar,22,OBC
80,254,Yadav,88.2,OBC
80,255,Bagdi,0.7,SC
80,255,Baniya,3.3,GEN
80,255,Brahmin,11.5,GEN
80,255,Karmakar,23,SC
80,255,Kayastha,323.5421,GEN
80,255,Mahishya,263.6,GEN
80,255,Namasudra,256.1579,SC
80,255,Paundra,0.3,SC
80,255,Purvanchali,90.3,GEN
80,255,Rajbongshi,2.5,SC
80,255,Sadgope,0.6,OBC
80,255,Sunri,7.7,SC
80,255,Yadav,1.8,OBC
80,256,Handi,14,GEN
80,256,Hari,1,SC
80,256,Kayastha,260.4,GEN
80,256,Mahishya,243.7333,GEN
80,256,Muslim,1,Muslim
80,256,Namasudra,217.8667,SC
80,257,Bagdi,38.5,SC
80,257,Brahmin,40.4,GEN
80,257,Handi,1,GEN
80,257,Karmakar,13,SC
80,257,Kayastha,211.9,GEN
80,257,Mahishya,207.8667,GEN
80,257,Namasudra,543.4733,SC
80,257,Napit,3,SC
80,257,Paundra,29.46,SC
80,257,Purvanchali,8,GEN
80,257,Sadgope,0.2,OBC
80,257,Sutradhar,1,OBC
80,257,Tanti,29.6,OBC
80,257,Yadav,0.6,OBC
80,258,Kayastha,10,GEN
80,258,Muslim,573,Muslim
80,258,Namasudra,8,SC
80,258,Napit,1.8,SC
80,258,Paundra,1.2,SC
80,258,Rajbongshi,6,SC
80,259,Muslim,623,Muslim
80,259,Rajbongshi,1,SC
80,260,Brahmin,5.5,GEN
80,260,Hari,21,SC
80,260,Kayastha,103.3053,GEN
80,260,Mahishya,31.32222,GEN
80,260,Muslim,136,Muslim
80,260,Namasudra,14.27251,SC
80,260,Napit,0.6,SC
80,260,Paundra,9.4,SC
80,260,Sadgope,34.4,OBC
80,260,Sunri,2,SC
80,260,Teli,2,OBC
80,260,Yadav,103.2,OBC
80,261,Bagdi,0.6,SC
80,261,Brahmin,12.1,GEN
80,261,Kayastha,67.9,GEN
80,261,Kumor,2.4,GEN
80,261,Mahishya,42.71111,GEN
80,261,Muslim,259,Muslim
80,261,Namasudra,51.98889,SC
80,261,Paundra,4.4,SC
80,261,Purvanchali,26,GEN
80,261,Rajbongshi,0.5,SC
80,261,Sadgope,5.4,OBC
80,261,Yadav,17,OBC
80,262,Hari,13,SC
80,262,Karmakar,3,SC
80,262,Kayastha,5.6,GEN
80,262,Mahishya,0.844444,GEN
80,262,Muslim,744,Muslim
80,262,Namasudra,1.555556,SC
80,262,Paundra,10,SC
80,262,Sadgope,1,OBC
80,262,Sunri,3.5,SC
80,262,Teli,3.5,OBC
80,262,Yadav,3,OBC
80,263,Badhai,2,OBC
80,263,Baniya,22,GEN
80,263,Bene,8,GEN
80,263,Bhumij,9.6,ST
80,263,Brahmin,13.2,GEN
80,263,Kayastha,365.2684,GEN
80,263,Kumor,11.4,GEN
80,263,Mahishya,147.0222,GEN
80,263,Namasudra,157.4494,SC
80,263,Paundra,8.56,SC
80,263,Purvanchali,7.9,GEN
80,263,Sadgope,8.2,OBC
80,263,Sunri,3,SC
80,263,Teli,7.6,OBC
80,263,Yadav,27.8,OBC
80,264,Brahmin,51.5,GEN
80,264,Kayastha,73.4,GEN
80,264,Mahishya,51.51111,GEN
80,264,Muslim,145,Muslim
80,264,Namasudra,197.1489,SC
80,264,Paundra,0.24,SC
80,264,Purvanchali,105,GEN
80,264,Rajbongshi,62,SC
80,264,Sadgope,0.8,OBC
80,264,Yadav,2.4,OBC
80,265,Mahishya,0.222222,GEN
80,265,Muslim,1082,Muslim
80,265,Namasudra,3.777778,SC
80,266,Bagdi,10,SC
80,266,Bene,3,GEN
80,266,Brahmin,30.5,GEN
80,266,Hari,2,SC
80,266,Karmakar,3,SC
80,266,Kayastha,199.5,GEN
80,266,Kumor,8.4,GEN
80,266,Mahishya,114.2778,GEN
80,266,Muslim,138,Muslim
80,266,Namasudra,137.2222,SC
80,266,Purvanchali,24.9,GEN
80,266,Teli,1.8,OBC
80,266,Yadav,2.4,OBC
80,267,Baniya,40.5,GEN
80,267,Bene,1,GEN
80,267,Brahmin,10.7,GEN
80,267,Hari,6,SC
80,267,Kayastha,8.5,GEN
80,267,Kumor,1.2,GEN
80,267,Mahishya,19.32222,GEN
80,267,Muslim,427,Muslim
80,267,Namasudra,37.77778,SC
80,267,Paundra,8,SC
80,267,Purvanchali,2.1,GEN
80,267,Sunri,94.5,SC
80,267,Yadav,0.4,OBC
80,268,Bagdi,7.2,SC
80,268,Baniya,51,GEN
80,268,Bhumij,3,ST
80,268,Brahmin,14.3,GEN
80,268,Kayastha,278.35,GEN
80,268,Kumor,1.2,GEN
80,268,Mahishya,142.0444,GEN
80,268,Namasudra,356.1556,SC
80,268,Napit,0.6,SC
80,268,Paundra,7.2,SC
80,268,Purvanchali,64.35,GEN
80,268,Sadgope,17.8,OBC
80,268,Sunri,31,SC
80,268,Teli,31,OBC
80,268,Yadav,53.8,OBC
80,268,baishya,2,GEN
80,269,Baniya,9.1,GEN
80,269,Bhumij,2.4,ST
80,269,Brahmin,80.5,GEN
80,269,Hari,4,SC
80,269,Kayastha,185.8,GEN
80,269,Mahishya,128.1111,GEN
80,269,Namasudra,185.3889,SC
80,269,Purvanchali,395.3,GEN
80,269,Rajbongshi,73.5,SC
80,269,Sunri,18.9,SC
80,270,Baniya,27.6,GEN
80,270,Bhumij,3.6,ST
80,270,Brahmin,24.9,GEN
80,270,Karmakar,8,SC
80,270,Kayastha,19.8,GEN
80,270,Kumor,2.4,GEN
80,270,Mahishya,0.4,GEN
80,270,Muslim,362,Muslim
80,270,Namasudra,31.32,SC
80,270,Napit,1.2,SC
80,270,Paundra,7.38,SC
80,270,Purvanchali,128.4,GEN
80,270,Rajbongshi,7,SC
80,270,Sadgope,1.2,OBC
80,270,Sunri,64.4,SC
80,270,Yadav,4.4,OBC
80,271,Baniya,43.2,GEN
80,271,Brahmin,15.1,GEN
80,271,Karmakar,13,SC
80,271,Kayastha,57.25789,GEN
80,271,Kumor,6.6,GEN
80,271,Mahishya,27.15556,GEN
80,271,Muslim,107,Muslim
80,271,Namasudra,46.02655,SC
80,271,Paundra,2.46,SC
80,271,Purvanchali,115.4,GEN
80,271,Rajbongshi,10,SC
80,271,Sadgope,4.2,OBC
80,271,Sunri,100.8,SC
80,271,Suri,10,GEN
80,271,Yadav,14.8,OBC
80,272,Baniya,4.2,GEN
80,272,Hari,2,SC
80,272,Karmakar,10,SC
80,272,Kayastha,56.16316,GEN
80,272,Kumor,3,GEN
80,272,Mahishya,42.17778,GEN
80,272,Muslim,305,Muslim
80,272,Namasudra,136.2991,SC
80,272,Paundra,24.36,SC
80,272,Purvanchali,2.8,GEN
80,272,Rajbongshi,2,SC
80,272,Sadgope,19.8,OBC
80,272,Sunri,9.8,SC
80,272,Yadav,60.4,OBC
80,273,Bagdi,9.6,SC
80,273,Baniya,131.1,GEN
80,273,Brahmin,72.3,GEN
80,273,Karmakar,7,SC
80,273,Kayastha,57.90526,GEN
80,273,Khas,10,GEN
80,273,Mahishya,32.68889,GEN
80,273,Namasudra,189.2458,SC
80,273,Napit,0.6,SC
80,273,Paundra,30.06,SC
80,273,Purvanchali,38.2,GEN
80,273,Rajbongshi,26,SC
80,273,Sadgope,4.6,OBC
80,273,Sunri,305.9,SC
80,273,Yadav,13.8,OBC
80,274,Bagdi,17.8,SC
80,274,Baniya,0.3,GEN
80,274,Brahmin,27.4,GEN
80,274,Karmakar,4,SC
80,274,Kayastha,123.6632,GEN
80,274,Mahishya,57.46667,GEN
80,274,Namasudra,21.13018,SC
80,274,Paundra,13.14,SC
80,274,Purvanchali,213.4,GEN
80,274,Rajbongshi,2,SC
80,274,Sadgope,21,OBC
80,274,Sunri,0.7,SC
80,274,Sutradhar,1,OBC
80,274,Yadav,63,OBC
80,275,Baniya,55.5,GEN
80,275,Brahmin,4.5,GEN
80,275,Kayastha,9.305263,GEN
80,275,Kurmi,1,OBC
80,275,Mahishya,1.022222,GEN
80,275,Namasudra,339.5725,SC
80,275,Paundra,100.1,SC
80,275,Purvanchali,1,GEN
80,275,Rajbongshi,3.5,SC
80,275,Sadgope,0.2,OBC
80,275,Sunri,129.5,SC
80,275,Sutradhar,25,OBC
80,275,Teli,0.2,OBC
80,275,Yadav,0.6,OBC
80,276,Bagdi,1,SC
80,276,Baniya,2,GEN
80,276,Bauri,22,SC
80,276,Brahmin,111.6,GEN
80,276,Hari,2,SC
80,276,Karmakar,1,SC
80,276,Kayastha,200.8421,GEN
80,276,Kumor,0.6,GEN
80,276,Mahishya,76.17778,GEN
80,276,Namasudra,272.6801,SC
80,276,Purvanchali,33.3,GEN
80,276,Rajbongshi,8,SC
80,276,Sadgope,0.2,OBC
80,276,Yadav,0.6,OBC
80,277,Bauri,9,SC
80,277,Brahmin,35.5,GEN
80,277,Karmakar,9,SC
80,277,Kayastha,135.3421,GEN
80,277,Kumor,2.4,GEN
80,277,Mahishya,74.66667,GEN
80,277,Namasudra,263.4912,SC
80,277,Rajbongshi,6,SC
80,277,Yadav,0.6,OBC
80,278,Bagdi,30,SC
80,278,Brahmin,56.7,GEN
80,278,Hari,40,SC
80,278,Kayastha,275.5632,GEN
80,278,Kumor,18,GEN
80,278,Mahishya,173.3222,GEN
80,278,Muslim,378,Muslim
80,278,Namasudra,40.81462,SC
80,278,Napit,0.6,SC
80,278,Paundra,42.1,SC
80,278,Purvanchali,10.8,GEN
80,278,Rajbongshi,0.5,SC
80,278,Sadgope,6.4,OBC
80,278,Yadav,25.2,OBC
80,278,baishya,41,GEN
80,279,Baniya,11.8,GEN
80,279,Bhumij,0.6,ST
80,279,Brahmin,117.4,GEN
80,279,Hari,74,SC
80,279,Karmakar,10,SC
80,279,Kayastha,325.3184,GEN
80,279,Kumor,7.2,GEN
80,279,Mahishya,105.1889,GEN
80,279,Namasudra,91.24269,SC
80,279,Napit,4.2,SC
80,279,Paundra,54.2,SC
80,279,Purvanchali,24.15,GEN
80,279,Rajbongshi,2.5,SC
80,279,Sadgope,31,OBC
80,279,Sunri,28.2,SC
80,279,Teli,18.6,OBC
80,279,Yadav,95.4,OBC
80,279,baishya,2,GEN
80,280,Kayastha,1,GEN
80,280,Muslim,634,Muslim
80,280,Namasudra,2,SC
80,280,Purvanchali,4,GEN
80,281,Muslim,582,Muslim
80,282,Muslim,479,Muslim
80,283,Bhumij,131.8,ST
80,283,Kayastha,0.463158,GEN
80,283,Mahishya,0.444444,GEN
80,283,Mali,1,OBC
80,283,Muslim,2,Muslim
80,283,Namasudra,2.292398,SC
80,283,Oraon,1,ST
80,283,Paundra,87.2,SC
80,283,Purvanchali,551,GEN
80,283,Sadgope,0.2,OBC
80,283,Yadav,0.6,OBC
80,284,Barui,10,SC
80,284,Bauri,6,SC
80,284,Bhumij,6.6,ST
80,284,Brahmin,46.4,GEN
80,284,Karmakar,16,SC
80,284,Kayastha,72.98947,GEN
80,284,Mahishya,21.02222,GEN
80,284,Nai,6,OBC
80,284,Namasudra,251.1883,SC
80,284,Purvanchali,333.8,GEN
80,284,Rajbongshi,21,SC
80,285,Kayastha,77.8,GEN
80,285,Mahishya,48,GEN
80,285,Muslim,1016,Muslim
80,285,Namasudra,3.2,SC
80,285,Napit,0.6,SC
80,285,Paundra,0.4,SC
80,285,Purvanchali,1,GEN
80,286,Brahmin,1,GEN
80,286,Karmakar,3,SC
80,286,Kayastha,6.4,GEN
80,286,Muslim,600,Muslim
80,286,Namasudra,9.1,SC
80,286,Napit,1.8,SC
80,286,Paundra,1.2,SC
80,286,Purvanchali,193,GEN
80,286,Rajbongshi,4.5,SC
80,287,Baniya,0.3,GEN
80,287,Brahmin,21.4,GEN
80,287,Kayastha,70.3,GEN
80,287,Mahishya,15.64444,GEN
80,287,Namasudra,4.955556,SC
80,287,Purvanchali,400.6,GEN
80,287,Rajbongshi,189.5,SC
80,287,Sadgope,7.4,OBC
80,287,Sunri,0.7,SC
80,287,Yadav,22.2,OBC
80,288,Baniya,10.4,GEN
80,288,Brahmin,77.44,GEN
80,288,Hari,2,SC
80,288,Karmakar,16,SC
80,288,Kayastha,363.6316,GEN
80,288,Kumor,4.2,GEN
80,288,Mahishya,116.7667,GEN
80,288,Namasudra,26.76175,SC
80,288,Paundra,2.24,SC
80,288,Purvanchali,11.3,GEN
80,288,Rajbongshi,213,SC
80,288,Sadgope,70.4,OBC
80,288,Sunri,5.6,SC
80,288,Yadav,212,OBC
80,288,baishya,0.26,GEN
80,289,Baniya,59.4,GEN
80,289,Brahmin,10.6,GEN
80,289,Hari,3,SC
80,289,Kayastha,244.5,GEN
80,289,Kumor,0.6,GEN
80,289,Mahishya,115.9111,GEN
80,289,Muslim,2,Muslim
80,289,Namasudra,43.38889,SC
80,289,Rajbongshi,12,SC
80,289,Sadgope,2.6,OBC
80,289,Sunri,5.6,SC
80,289,Teli,1.4,OBC
80,289,Yadav,8,OBC
80,290,Bagdi,20,SC
80,290,Baniya,4,GEN
80,290,Brahmin,18.8,GEN
80,290,Kayastha,250.2895,GEN
80,290,Kumor,0.6,GEN
80,290,Mahishya,149.9444,GEN
80,290,Namasudra,40.56608,SC
80,290,Purvanchali,3,GEN
80,290,Rajbongshi,147,SC
80,290,Sadgope,2.8,OBC
80,290,Sunri,2,SC
80,290,Tanti,0.8,OBC
80,290,Teli,3.6,OBC
80,290,Yadav,8.6,OBC
80,291,Baniya,6,GEN
80,291,Brahmin,0.6,GEN
80,291,Hari,2,SC
80,291,Kayastha,116.4895,GEN
80,291,Mahishya,38.31111,GEN
80,291,Muslim,3,Muslim
80,291,Namasudra,7.099415,SC
80,291,Purvanchali,379.5,GEN
80,291,Sadgope,12,OBC
80,291,Yadav,36,OBC
80,292,Bagdi,9,SC
80,292,Baniya,73,GEN
80,292,Bhumij,0.6,ST
80,292,Brahmin,27.5,GEN
80,292,Hari,4,SC
80,292,Kayastha,349.7368,GEN
80,292,Mahishya,182.5667,GEN
80,292,Muslim,176,Muslim
80,292,Namasudra,43.59649,SC
80,292,Paundra,8.4,SC
80,292,Purvanchali,8.6,GEN
80,292,Sunri,2.5,SC
80,292,Teli,2.5,OBC
80,293,Kayastha,3,GEN
80,293,Mahishya,0.888889,GEN
80,293,Muslim,672,Muslim
80,293,Namasudra,5.111111,SC
80,293,Rajbongshi,3,SC
80,294,Bagdi,0.6,SC
80,294,Baniya,4.4,GEN
80,294,Brahmin,24.2,GEN
80,294,Kayastha,61.36316,GEN
80,294,Kumor,5.4,GEN
80,294,Mahishya,18.8,GEN
80,294,Muslim,878,Muslim
80,294,Namasudra,10.23684,SC
80,294,Paundra,2.4,SC
80,294,Rajbongshi,24,SC
80,294,Sunri,5.6,SC
80,294,Teli,2,OBC
80,294,Yadav,1,OBC
80,294,baishya,17,GEN
80,295,Bagdi,1.2,SC
80,295,Brahmin,51.5,GEN
80,295,Kayastha,291.2658,GEN
80,295,Kumor,11.4,GEN
80,295,Mahishya,169.1,GEN
80,295,Muslim,430,Muslim
80,295,Namasudra,34.20421,SC
80,295,Napit,5.4,SC
80,295,Paundra,7.08,SC
80,295,Purvanchali,3.05,GEN
80,295,Rajbongshi,72,SC
80,295,Sadgope,16,OBC
80,295,Sunri,1.5,SC
80,295,Teli,1.5,OBC
80,295,Yadav,51.8,OBC
80,295,baishya,8,GEN
80,296,Baniya,1,GEN
80,296,Barui,2,SC
80,296,Brahmin,43.17,GEN
80,296,Hari,2,SC
80,296,Karmakar,4,SC
80,296,Kayastha,326.3263,GEN
80,296,Kumor,3.6,GEN
80,296,Mahishya,193.5667,GEN
80,296,Muslim,5,Muslim
80,296,Namasudra,30.96702,SC
80,296,Paundra,0.84,SC
80,296,Purvanchali,20.2,GEN
80,296,Rajbongshi,18,SC
80,296,Sadgope,7,OBC
80,296,Sunri,4,SC
80,296,Teli,4,OBC
80,296,Yadav,22.2,OBC
80,296,baishya,3.13,GEN
80,297,Baniya,25.8,GEN
80,297,Brahmin,28.4,GEN
80,297,Hari,101,SC
80,297,Kayastha,37.02105,GEN
80,297,Mahishya,27.45556,GEN
80,297,Muslim,34,Muslim
80,297,Namasudra,334.8434,SC
80,297,Napit,0.6,SC
80,297,Paundra,55.18,SC
80,297,Purvanchali,24,GEN
80,297,Rajbongshi,3.5,SC
80,297,Santhal,5,ST
80,297,Sunri,4.2,SC
80,298,Baniya,9.8,GEN
80,298,Bhumij,84.6,ST
80,298,Brahmin,90.9,GEN
80,298,Hari,15,SC
80,298,Karmakar,5,SC
80,298,Kayastha,165.2526,GEN
80,298,Kumor,4.2,GEN
80,298,Mahishya,93.82222,GEN
80,298,Muslim,10,Muslim
80,298,Namasudra,303.5051,SC
80,298,Napit,6.6,SC
80,298,Paundra,87.42,SC
80,298,Purvanchali,47.7,GEN
80,298,Rajbongshi,82,SC
80,298,Sadgope,2.8,OBC
80,298,Sunri,18.7,SC
80,298,Teli,7.7,OBC
80,298,Yadav,9,OBC
80,299,Bagdi,6,SC
80,299,Baniya,2,GEN
80,299,Bhumij,4.2,ST
80,299,Brahmin,70.4,GEN
80,299,Hari,3,SC
80,299,Karmakar,1,SC
80,299,Kayastha,164.7684,GEN
80,299,Kumor,1.2,GEN
80,299,Mahishya,78.72222,GEN
80,299,Muslim,1,Muslim
80,299,Namasudra,23.86936,SC
80,299,Napit,0.6,SC
80,299,Paundra,9.34,SC
80,299,Purvanchali,5.9,GEN
80,299,Rajbongshi,99,SC
80,299,Sadgope,26.4,OBC
80,299,Sunri,2.5,SC
80,299,Teli,2.5,OBC
80,299,Yadav,79.6,OBC
80,300,Baniya,26.9,GEN
80,300,Bhumij,0.3,ST
80,300,Brahmin,136.4,GEN
80,300,Dhobi,6,SC
80,300,Hari,1,SC
80,300,Kayastha,146.9684,GEN
80,300,Kumor,22.2,GEN
80,300,Mahishya,58.95556,GEN
80,300,Muslim,3,Muslim
80,300,Namasudra,114.816,SC
80,300,Napit,3,SC
80,300,Paundra,18.96,SC
80,300,Purvanchali,20.1,GEN
80,300,Rajbongshi,114.5,SC
80,300,Sadgope,12,OBC
80,300,Sunri,22.6,SC
80,300,Sutradhar,1,OBC
80,300,Tanti,0.8,OBC
80,300,Teli,7.1,OBC
80,300,Yadav,42.4,OBC
80,301,Bhumij,3.6,ST
80,301,Brahmin,8.8,GEN
80,301,Hari,4,SC
80,301,Karmakar,3,SC
80,301,Kayastha,14.45263,GEN
80,301,Mahishya,10.31111,GEN
80,301,Muslim,626,Muslim
80,301,Namasudra,37.73626,SC
80,301,Napit,0.6,SC
80,301,Paundra,6.8,SC
80,301,Rajbongshi,1.5,SC
80,301,Sadgope,1.8,OBC
80,301,Sunri,2,SC
80,301,Teli,2,OBC
80,301,Yadav,5.4,OBC
80,302,Brahmin,6,GEN
80,302,Hari,13,SC
80,302,Kayastha,11.6,GEN
80,302,Mahishya,2.4,GEN
80,302,Muslim,491,Muslim
80,302,Namasudra,67,SC
80,302,Napit,2.2,SC
80,302,Paundra,3,SC
80,302,Sadgope,0.2,OBC
80,302,Yadav,0.6,OBC
80,303,Brahmin,9.5,GEN
80,303,Hari,4,SC
80,303,Karmakar,8,SC
80,303,Kayastha,336.5553,GEN
80,303,Kumor,21.6,GEN
80,303,Mahishya,114.5444,GEN
80,303,Namasudra,30.95029,SC
80,303,Paundra,4,SC
80,303,Purvanchali,285.85,GEN
80,303,Rajbongshi,1,SC
80,303,Sunri,10,SC
80,303,Teli,10,OBC
80,303,Yadav,7,OBC
80,304,Bagdi,12,SC
80,304,Brahmin,22.2,GEN
80,304,Kayastha,69.3,GEN
80,304,Mahishya,10,GEN
80,304,Namasudra,148,SC
80,304,Paundra,8,SC
80,304,Purvanchali,348.5,GEN
80,305,Baniya,9.3,GEN
80,305,Brahmin,26.1,GEN
80,305,Kayastha,207.2,GEN
80,305,Mahishya,10,GEN
80,305,Namasudra,2,SC
80,305,Purvanchali,0.4,GEN
80,305,Rajbongshi,0.5,SC
80,305,Sadgope,191.2,OBC
80,305,Sunri,0.7,SC
80,305,Yadav,573.6,OBC
80,306,Bagdi,1.2,SC
80,306,Baniya,3,GEN
80,306,Brahmin,37,GEN
80,306,Karmakar,3,SC
80,306,Kayastha,139.5947,GEN
80,306,Mahishya,81.2,GEN
80,306,Muslim,126,Muslim
80,306,Namasudra,171.5053,SC
80,306,Napit,0.6,SC
80,306,Paundra,1.2,SC
80,306,Purvanchali,0.9,GEN
80,306,Rajbongshi,4,SC
80,306,Sadgope,17.2,OBC
80,306,Yadav,51.6,OBC
80,306,baishya,25,GEN
80,307,Bagdi,17.4,SC
80,307,Baniya,10,GEN
80,307,Brahmin,39.9,GEN
80,307,Hari,15,SC
80,307,Kayastha,86.9,GEN
80,307,Mahishya,26.1,GEN
80,307,Muslim,239,Muslim
80,307,Namasudra,43.6,SC
80,307,Napit,2.4,SC
80,307,Paundra,13.7,SC
80,307,Purvanchali,2.1,GEN
80,307,Rajbongshi,10.5,SC
80,307,Sadgope,26.6,OBC
80,307,Yadav,79.8,OBC
80,307,baishya,12,GEN
80,308,Baniya,30.5,GEN
80,308,Bhumij,0.3,ST
80,308,Brahmin,29.9,GEN
80,308,Hari,5,SC
80,308,Karmakar,37,SC
80,308,Kayastha,271.6684,GEN
80,308,Mahishya,170.6,GEN
80,308,Namasudra,341.4116,SC
80,308,Paundra,15.22,SC
80,308,Purvanchali,46.2,GEN
80,308,Rajbongshi,5.5,SC
80,308,Sadgope,10.8,OBC
80,308,Sunri,21,SC
80,308,Teli,17.5,OBC
80,308,Yadav,32.4,OBC
80,309,Bagdi,0.2,SC
80,309,Brahmin,63.1,GEN
80,309,Kayastha,105.3316,GEN
80,309,Mahishya,12.93333,GEN
80,309,Nai,1,OBC
80,309,Namasudra,422.3951,SC
80,309,Paundra,0.24,SC
80,309,Purvanchali,13,GEN
80,309,Rajbongshi,52,SC
80,309,Sadgope,0.2,OBC
80,309,Yadav,0.6,OBC
